article_candidate_index,article_url,article_title,article_published_time,image_url,image_alt,image_title
1,https://www.ufc.com/news/dana-whites-contender-series-season-5-results-and-scorecards-dwcs,Dana White's Contender Series Season 5 Results & Scorecards,2021-08-31T14:07:13-0400,https://ufc.com/images/styles/inline/s3/2021-11/DWCS%205.10%20-%20Scorecards%20-%20Maheshate%20vs.%20Estremadura.jpg?itok=-oNQja_7,,
1,https://www.ufc.com/news/dana-whites-contender-series-season-5-results-and-scorecards-dwcs,Dana White's Contender Series Season 5 Results & Scorecards,2021-08-31T14:07:13-0400,https://ufc.com/images/styles/inline/s3/2021-11/DWCS%205.10%20-%20Scorecards%20-%20Lainesse%20vs.%20Burlinson.jpg?itok=gVq1niks,,
1,https://www.ufc.com/news/dana-whites-contender-series-season-5-results-and-scorecards-dwcs,Dana White's Contender Series Season 5 Results & Scorecards,2021-08-31T14:07:13-0400,https://ufc.com/images/styles/inline/s3/2021-11/DWCS%205.10%20-%20Scorecards%20-%20Lun%20vs.%20Ferreira%20da%20Silva.jpg?itok=SvouaW-q,,
1,https://www.ufc.com/news/dana-whites-contender-series-season-5-results-and-scorecards-dwcs,Dana White's Contender Series Season 5 Results & Scorecards,2021-08-31T14:07:13-0400,https://ufc.com/images/styles/inline/s3/2021-11/DWCS%205.10%20-%20Scorecards%20-%20Bilharinho%20vs.%20Kawaihae.jpg?itok=mnVp3KyJ,,
1,https://www.ufc.com/news/dana-whites-contender-series-season-5-results-and-scorecards-dwcs,Dana White's Contender Series Season 5 Results & Scorecards,2021-08-31T14:07:13-0400,https://ufc.com/images/styles/inline/s3/2021-11/DWCS%205.10%20-%20Scorecards%20-%20Zhifa%20vs.%20Puerta%5B2%5D.jpg?itok=yNK0jxyC,,
1,https://www.ufc.com/news/dana-whites-contender-series-season-5-results-and-scorecards-dwcs,Dana White's Contender Series Season 5 Results & Scorecards,2021-08-31T14:07:13-0400,https://ufc.com/images/styles/inline/s3/2021-10/DWCS%205.9%20-%20Scorecards%20-%20Omargadzhiev%20vs.%20Silva.jpg?itok=GsHldacG,DWCS Scorecards - Omargadzhiev vs Silva,
1,https://www.ufc.com/news/dana-whites-contender-series-season-5-results-and-scorecards-dwcs,Dana White's Contender Series Season 5 Results & Scorecards,2021-08-31T14:07:13-0400,https://ufc.com/images/styles/inline/s3/2021-10/DWCS%205.9%20-%20Scorecards%20-%20Long%20vs.%20Quinonez.jpg?itok=uOCVRynD,DWCS Scorecard Long vs Quinonez,
1,https://www.ufc.com/news/dana-whites-contender-series-season-5-results-and-scorecards-dwcs,Dana White's Contender Series Season 5 Results & Scorecards,2021-08-31T14:07:13-0400,https://ufc.com/images/styles/inline/s3/2021-10/DWCS%205.9%20-%20Scorecards%20-%20Kahlon%20vs.%20Basharat.jpg?itok=sOmZojzw,DWCS - Scorecards - Kahlon vs Basharat,
1,https://www.ufc.com/news/dana-whites-contender-series-season-5-results-and-scorecards-dwcs,Dana White's Contender Series Season 5 Results & Scorecards,2021-08-31T14:07:13-0400,https://ufc.com/images/styles/inline/s3/2021-10/DWCS%205.9%20-%20Scorecards%20-%20Qihui%20vs.%20Silva.jpg?itok=ysx2gxTy,DWCS Scorecard Qihui vs Silva,
1,https://www.ufc.com/news/dana-whites-contender-series-season-5-results-and-scorecards-dwcs,Dana White's Contender Series Season 5 Results & Scorecards,2021-08-31T14:07:13-0400,https://ufc.com/images/styles/inline/s3/2021-10/DWCS%205.9%20-%20Scorecards%20-%20Englund%20vs.%20Torres.jpg?itok=JXqoMul_,Englund vs. Torres Scorecard,
1,https://www.ufc.com/news/dana-whites-contender-series-season-5-results-and-scorecards-dwcs,Dana White's Contender Series Season 5 Results & Scorecards,2021-08-31T14:07:13-0400,https://ufc.com/images/styles/inline/s3/2021-10/DWCS%205.9%20-%20Scorecards%20-%20Bin%20vs.%20Murad%5B4%5D_0.jpg?itok=VZacoJ89,Scorecard Bin vs Murad,
1,https://www.ufc.com/news/dana-whites-contender-series-season-5-results-and-scorecards-dwcs,Dana White's Contender Series Season 5 Results & Scorecards,2021-08-31T14:07:13-0400,https://ufc.com/images/styles/inline/s3/2021-10/DWCS%205.8%20-%20Scorecards%20-%20Parsons%20vs.%20Renfro.jpg?itok=9bBC9-0L,,
1,https://www.ufc.com/news/dana-whites-contender-series-season-5-results-and-scorecards-dwcs,Dana White's Contender Series Season 5 Results & Scorecards,2021-08-31T14:07:13-0400,https://ufc.com/images/styles/inline/s3/2021-10/DWCS%205.8%20-%20Scorecards%20-%20Rodriguez%20vs.%20Machado.jpg?itok=-U3-9eik,,
1,https://www.ufc.com/news/dana-whites-contender-series-season-5-results-and-scorecards-dwcs,Dana White's Contender Series Season 5 Results & Scorecards,2021-08-31T14:07:13-0400,https://ufc.com/images/styles/inline/s3/2021-10/DWCS%205.8%20-%20Scorecards%20-%20Borralho%20vs.%20Murray.jpg?itok=vIasOGJK,,
1,https://www.ufc.com/news/dana-whites-contender-series-season-5-results-and-scorecards-dwcs,Dana White's Contender Series Season 5 Results & Scorecards,2021-08-31T14:07:13-0400,https://ufc.com/images/styles/inline/s3/2021-10/DWCS%205.8%20-%20Scorecards%20-%20Kolev%20vs.%20Petrosyan.jpg?itok=aB_5agaf,,
1,https://www.ufc.com/news/dana-whites-contender-series-season-5-results-and-scorecards-dwcs,Dana White's Contender Series Season 5 Results & Scorecards,2021-08-31T14:07:13-0400,https://ufc.com/images/styles/inline/s3/2021-10/DWCS%205.8%20-%20Scorecards%20-%20Falcao%20vs.%20Barnes.jpg?itok=Z9ldInAs,,
1,https://www.ufc.com/news/dana-whites-contender-series-season-5-results-and-scorecards-dwcs,Dana White's Contender Series Season 5 Results & Scorecards,2021-08-31T14:07:13-0400,https://ufc.com/images/styles/inline/s3/2021-10/DWCS%205.7%20-%20Scorecards%20-%20Cortez%20vs.%20Rodriguez.jpg?itok=jPF3Ao33,,
1,https://www.ufc.com/news/dana-whites-contender-series-season-5-results-and-scorecards-dwcs,Dana White's Contender Series Season 5 Results & Scorecards,2021-08-31T14:07:13-0400,https://ufc.com/images/styles/inline/s3/2021-10/DWCS%205.7%20-%20Scorecards%20-%20Hood%20vs.%20Buday.jpg?itok=ubukps_p,,
1,https://www.ufc.com/news/dana-whites-contender-series-season-5-results-and-scorecards-dwcs,Dana White's Contender Series Season 5 Results & Scorecards,2021-08-31T14:07:13-0400,https://ufc.com/images/styles/inline/s3/2021-10/DWCS%205.7%20-%20Scorecards%20-%20Hadley%20vs.%20Raposo.jpg?itok=xnzp2ncQ,,
1,https://www.ufc.com/news/dana-whites-contender-series-season-5-results-and-scorecards-dwcs,Dana White's Contender Series Season 5 Results & Scorecards,2021-08-31T14:07:13-0400,https://ufc.com/images/styles/inline/s3/2021-10/DWCS%205.7%20-%20Scorecards%20-%20Duncan%20vs.%20Borshchev.jpg?itok=mE5gg9aM,,
1,https://www.ufc.com/news/dana-whites-contender-series-season-5-results-and-scorecards-dwcs,Dana White's Contender Series Season 5 Results & Scorecards,2021-08-31T14:07:13-0400,https://ufc.com/images/styles/inline/s3/2021-10/DWCS%205.7%20-%20Scorecards%20-%20Silva%20vs.%20Paprocki.jpg?itok=rqfIhd6T,,
1,https://www.ufc.com/news/dana-whites-contender-series-season-5-results-and-scorecards-dwcs,Dana White's Contender Series Season 5 Results & Scorecards,2021-08-31T14:07:13-0400,https://ufc.com/images/styles/inline/s3/2021-10/DWCS%205.6%20-%20Scorecards%20-%20Smotritsky%20vs.%20Malott.jpg?itok=uvMZeypf,,
1,https://www.ufc.com/news/dana-whites-contender-series-season-5-results-and-scorecards-dwcs,Dana White's Contender Series Season 5 Results & Scorecards,2021-08-31T14:07:13-0400,https://ufc.com/images/styles/inline/s3/2021-10/DWCS%205.6%20-%20Scorecards%20-%20Barez%20vs.%20Hernandez.jpg?itok=s26TRVX8,,
1,https://www.ufc.com/news/dana-whites-contender-series-season-5-results-and-scorecards-dwcs,Dana White's Contender Series Season 5 Results & Scorecards,2021-08-31T14:07:13-0400,https://ufc.com/images/styles/inline/s3/2021-10/DWCS%205.6%20-%20Scorecards%20-%20Weems%20vs.%20Garcia.jpg?itok=pSv1XlJg,,
1,https://www.ufc.com/news/dana-whites-contender-series-season-5-results-and-scorecards-dwcs,Dana White's Contender Series Season 5 Results & Scorecards,2021-08-31T14:07:13-0400,https://ufc.com/images/styles/inline/s3/2021-10/DWCS%205.6%20-%20Scorecards%20-%20Barnes%20vs.%20Holmes.jpg?itok=ovnaWmqg,,
1,https://www.ufc.com/news/dana-whites-contender-series-season-5-results-and-scorecards-dwcs,Dana White's Contender Series Season 5 Results & Scorecards,2021-08-31T14:07:13-0400,https://ufc.com/images/styles/inline/s3/2021-10/DWCS%205.6%20-%20Scorecards%20-%20White%20vs.%20Valdez.jpg?itok=0NgmVTmg,,
1,https://www.ufc.com/news/dana-whites-contender-series-season-5-results-and-scorecards-dwcs,Dana White's Contender Series Season 5 Results & Scorecards,2021-08-31T14:07:13-0400,https://ufc.com/images/styles/inline/s3/2021-09/DWCS%205.5%20-%20Scorecards%20-%20Sudolski%20vs.%20Potieria%5B90%5D%20copy.jpg?itok=rLB382o-,,
1,https://www.ufc.com/news/dana-whites-contender-series-season-5-results-and-scorecards-dwcs,Dana White's Contender Series Season 5 Results & Scorecards,2021-08-31T14:07:13-0400,https://ufc.com/images/styles/inline/s3/2021-09/DWCS%205.5%20-%20Scorecards%20-%20Borralho%20vs.%20Jeffery%5B60%5D%20copy.jpg?itok=df0smIdq,,
1,https://www.ufc.com/news/dana-whites-contender-series-season-5-results-and-scorecards-dwcs,Dana White's Contender Series Season 5 Results & Scorecards,2021-08-31T14:07:13-0400,https://ufc.com/images/styles/inline/s3/2021-09/DWCS%205.5%20-%20Scorecards%20-%20Almeida%20vs.%20Zellhuber%5B20%5D%20copy.jpg?itok=sMc9TV6z,,
1,https://www.ufc.com/news/dana-whites-contender-series-season-5-results-and-scorecards-dwcs,Dana White's Contender Series Season 5 Results & Scorecards,2021-08-31T14:07:13-0400,https://ufc.com/images/styles/inline/s3/2021-09/DWCS%205.5%20-%20Scorecards%20-%20Kuniev%20vs.%20Santos%5B40%5D%20copy.jpg?itok=mBtZNPyf,,
1,https://www.ufc.com/news/dana-whites-contender-series-season-5-results-and-scorecards-dwcs,Dana White's Contender Series Season 5 Results & Scorecards,2021-08-31T14:07:13-0400,https://ufc.com/images/styles/inline/s3/2021-09/DWCS%205.4%20-%20Scorecards%20-%20Arkhagha%20vs.%20Dobson%5B20%5D.jpg?itok=7eIeW9zs,,
1,https://www.ufc.com/news/dana-whites-contender-series-season-5-results-and-scorecards-dwcs,Dana White's Contender Series Season 5 Results & Scorecards,2021-08-31T14:07:13-0400,https://ufc.com/images/styles/inline/s3/2021-09/DWCS%205.4%20-%20Scorecards%20-%20Morales%20vs.%20Veretennikov%5B49%5D.jpg?itok=EDk8ZpXg,,
1,https://www.ufc.com/news/dana-whites-contender-series-season-5-results-and-scorecards-dwcs,Dana White's Contender Series Season 5 Results & Scorecards,2021-08-31T14:07:13-0400,https://ufc.com/images/styles/inline/s3/2021-09/DWCS%205.4%20-%20Scorecards%20-%20Nguyen%20vs.%20Rlayang%5B53%5D.jpg?itok=O0PtRsaP,,
1,https://www.ufc.com/news/dana-whites-contender-series-season-5-results-and-scorecards-dwcs,Dana White's Contender Series Season 5 Results & Scorecards,2021-08-31T14:07:13-0400,https://ufc.com/images/styles/inline/s3/2021-09/DWCS%205.4%20-%20Scorecards%20-%20Rosales%20vs.%20Martinez%5B97%5D%20copy.jpg?itok=k0ddb7OD,,
1,https://www.ufc.com/news/dana-whites-contender-series-season-5-results-and-scorecards-dwcs,Dana White's Contender Series Season 5 Results & Scorecards,2021-08-31T14:07:13-0400,https://ufc.com/images/styles/inline/s3/2021-09/DWCS%205.3%20-%20Scorecards%20-%20Lewis%20vs.%20Miller.jpg?itok=zn9S2lwI,Brandon Lewis vs Mo Miller Scorecards | Dana White's Contender Series Season 5 Episode 3,
1,https://www.ufc.com/news/dana-whites-contender-series-season-5-results-and-scorecards-dwcs,Dana White's Contender Series Season 5 Results & Scorecards,2021-08-31T14:07:13-0400,https://ufc.com/images/styles/inline/s3/2021-09/DWCS%205.3%20-%20Scorecards%20-%20Brzeski%20vs.%20Potter.jpg?itok=c9F2YPHg,"Lukasz Brzeski vs Dylan Potter Scorecards | Dana White's Contender Series Season 5, Episode 3",
1,https://www.ufc.com/news/dana-whites-contender-series-season-5-results-and-scorecards-dwcs,Dana White's Contender Series Season 5 Results & Scorecards,2021-08-31T14:07:13-0400,https://ufc.com/images/styles/inline/s3/2021-09/DWCS%205.3%20-%20Scorecards%20-%20Loosa%20vs.%20Della%20Maddalena.jpg?itok=_efRQoUV,,
